,Username,Category,Followers,Followees,Posts,Level
1016,tobynguyen,fashion,314338.0,199,1178,Huge
1017,itsmsmonica,fashion,313886.0,797,1481,Huge
1018,jenniferpamplona,fashion,313641.0,272,1387,Huge
1019,dreaming_outloud,fashion,312995.0,668,1547,Huge
1020,whatannawears,fashion,312977.0,1490,5924,Huge
1021,faladantas,fashion,312440.0,823,4873,Huge
1022,sarahjanebetts,fashion,312384.0,396,845,Huge
1023,justinliv,fashion,311857.0,867,2493,Huge
1024,philippegazarstyle,fashion,310845.0,2100,3164,Huge
1025,lucy_connell,fashion,310264.0,411,484,Huge
1026,kyleereneeclark,fashion,310026.0,910,485,Huge
1027,katherinelucia,fashion,308983.0,1621,1691,Huge
1028,dreachong,fashion,308963.0,670,3162,Huge
1029,mercurioroberta,fashion,308750.0,303,579,Huge
1030,ownbyfemme,fashion,308152.0,440,2205,Huge
1031,alexsalcedo,fashion,307354.0,276,1579,Huge
1032,alexanderkenton,fashion,307168.0,851,1419,Huge
1033,xxbleedgoldxx,fashion,306597.0,586,588,Huge
1034,neelam_,fashion,306422.0,1435,854,Huge
1035,lisahomsy,fashion,305790.0,1059,1179,Huge
1036,liviacanalis,fashion,305065.0,1686,333,Huge
1037,danaisabellaaa,fashion,304963.0,1997,3157,Huge
1038,chynaellis_,fashion,304376.0,749,335,Huge
1039,babymeia,fashion,304095.0,195,1332,Huge
1040,fluvialacerda,fashion,303233.0,1526,4295,Huge
1041,dreysdiary,fashion,303126.0,621,437,Huge
1042,andrewengland88,fashion,302994.0,1150,1706,Huge
1043,ashleyrobertson,fashion,302079.0,1136,3164,Huge
1044,carolinaogliaro,fashion,301636.0,2088,1103,Huge
1045,thecodeofstyle,fashion,300922.0,131,780,Huge
1046,dayellenp,fashion,300620.0,751,3018,Huge
1047,carmengracehamilton,fashion,300320.0,1092,1192,Huge
1048,darinagata,fashion,298763.0,697,1339,Huge
1049,tania_lucely,fashion,298397.0,49,415,Huge
1050,zelia,fashion,297816.0,685,4132,Huge
1051,limaswardrobe,fashion,296371.0,1057,1669,Huge
1052,bridesmagazine,fashion,296146.0,1026,3953,Huge
1053,sammijefcoate,fashion,296105.0,303,1408,Huge
1054,cocoloco_girl,fashion,295801.0,1034,927,Huge
1055,kristennoelcrawley,fashion,295557.0,292,663,Huge
1056,weddingsparrow,fashion,295438.0,3083,4860,Huge
1057,avajules_,fashion,295208.0,191,250,Huge
1058,chrisjclark_,fashion,294379.0,612,725,Huge
1059,veronica_giomini,fashion,293901.0,957,2461,Huge
1060,tiffanyish,fashion,293900.0,679,1921,Huge
1061,rachaelostovich,fashion,293825.0,4243,7323,Huge
1062,looknatamelie,fashion,293555.0,430,2635,Huge
1063,yoncesince81,fashion,293130.0,334,1812,Huge
1064,chelliscurls,fashion,292536.0,643,971,Huge
1065,carlygibert,fashion,291794.0,190,613,Huge
1066,lizzyvdligt,fashion,291565.0,985,2426,Huge
1067,glowprincesss,fashion,291367.0,314,505,Huge
1068,shammaurice,fashion,291164.0,425,1164,Huge
1069,glitterandlazers,fashion,290727.0,506,2452,Huge
1070,fengyilu,fashion,290631.0,444,551,Huge
1071,raissaraissa,fashion,289352.0,2837,4789,Huge
1072,shahadballan,fashion,289068.0,439,1176,Huge
1073,mustafakacar,fashion,288405.0,1101,1819,Huge
1074,stephmi,fashion,288021.0,469,1059,Huge
1075,samanthadegrenet,fashion,287653.0,134,179,Huge
1076,pinkbesos_,fashion,287451.0,130,214,Huge
1077,hadasahlove,fashion,286633.0,648,1101,Huge
1078,amypurdygurl,fashion,286545.0,1402,3304,Huge
1079,leighannsays,fashion,286352.0,1291,2168,Huge
1080,jessycavella,fashion,285961.0,138,1375,Huge
1081,james_dunmore,fashion,285329.0,152,565,Huge
1082,andiecase,fashion,284216.0,1736,2419,Huge
1083,marcusscribner,fashion,283967.0,921,484,Huge
1084,skynaite,fashion,283908.0,179,1035,Huge
1085,xomissdanielle,fashion,283866.0,1673,2484,Huge
1086,ibizabohogirl,fashion,282856.0,781,2718,Huge
1087,tripstyleblog,fashion,282798.0,1408,1056,Huge
1088,ninasuess,fashion,282758.0,1042,2408,Huge
1089,rachmartino,fashion,281347.0,1928,4503,Huge
1090,madeleinebitici,fashion,281231.0,1153,2566,Huge
1091,mastroveronica,fashion,281067.0,909,1333,Huge
1092,juleslookbook,fashion,280995.0,164,493,Huge
1093,jtofashion,fashion,280026.0,446,1927,Huge
1094,helenanderz,fashion,279955.0,2787,5322,Huge
1095,world_of_asians,fashion,279952.0,5639,35460,Huge
1096,erinrobinson,fashion,279689.0,523,1302,Huge
1097,luizabsobral,fashion,279086.0,1902,7015,Huge
1098,taymocha,fashion,278894.0,2185,2970,Huge
1099,khloeklove,fashion,278149.0,323,824,Huge
1100,lyndikennedy,fashion,275233.0,973,1919,Huge
1101,carolineclnfit,fashion,275178.0,633,1587,Huge
1102,thecozyvibe,fashion,275106.0,226,1128,Huge
1103,valerialipovetsky,fashion,274972.0,503,1617,Huge
1104,chloe_fit_,fashion,274838.0,257,556,Huge
1105,ebrusootds,fashion,273894.0,294,512,Huge
1106,garnerstyle,fashion,273721.0,1555,3016,Huge
1107,notyourstandard,fashion,273577.0,929,5959,Huge
1108,luiza,fashion,273361.0,2308,5942,Huge
1109,martapozzan,fashion,273093.0,933,2744,Huge
1110,francescastocchetti,fashion,272833.0,261,2760,Huge
1111,chiaracarcano,fashion,272070.0,360,2208,Huge
1112,chakeup,fashion,271682.0,290,629,Huge
1113,brandonpmyers,fashion,271574.0,2739,603,Huge
1114,alessandraminko,fashion,270811.0,2001,732,Huge
1115,nanitita,fashion,270697.0,590,1265,Huge
1116,necklaceofpearl,fashion,270567.0,1567,3753,Huge
1117,alexis.belbel,fashion,270259.0,388,5099,Huge
1118,laurenkaysims,fashion,269739.0,657,6357,Huge
1119,sanomaisanomai,fashion,269599.0,1253,3934,Huge
1120,accordingtoblaire,fashion,269590.0,1230,1559,Huge
1121,karlabstyle,fashion,269518.0,1229,1756,Huge
1122,vale_caballero,fashion,268408.0,615,567,Huge
1123,officialjessicacaban,fashion,267386.0,440,636,Huge
1124,bradmondonyc,fashion,267314.0,840,585,Huge
1125,chinutay,fashion,267113.0,2794,714,Huge
1126,kristinabernxl,fashion,266283.0,392,334,Huge
1127,mariee_curiee,fashion,265537.0,1416,788,Huge
1128,hannah_perera,fashion,265267.0,1537,1110,Huge
1129,tinaleung,fashion,264926.0,995,14332,Huge
1130,nycbambi,fashion,264521.0,644,1171,Huge
1131,valeria.rey,fashion,264472.0,517,379,Huge
1132,franciscamusic,fashion,264233.0,2480,1696,Huge
1133,mcasalss,fashion,264039.0,814,904,Huge
1134,rachelward_e,fashion,262799.0,7475,1516,Huge
1135,tinastinnes,fashion,262556.0,883,1047,Huge
1136,ninninguyen,fashion,262535.0,174,542,Huge
1137,carlosarnelas,fashion,261624.0,2000,6914,Huge
1138,lizzieinlace,fashion,261283.0,3178,1469,Huge
1139,lilcola,fashion,261225.0,831,1905,Huge
1140,camillassecrets,fashion,261104.0,5661,1729,Huge
1141,mariavittoriacass,fashion,260938.0,165,1100,Huge
1142,thetripletsss,fashion,260672.0,883,405,Huge
1143,stylebynelli,fashion,260631.0,97,592,Huge
1144,cchloelizabethh,fashion,259751.0,6176,2056,Huge
1145,sonnyturner___,fashion,259490.0,974,561,Huge
1146,charliealbo,fashion,259309.0,942,356,Huge
1147,nessavarez,fashion,259074.0,455,813,Huge
1148,leenalghouti,fashion,258458.0,732,1375,Huge
1149,ju_romano,fashion,258413.0,2165,3227,Huge
1150,francescafarago,fashion,257173.0,740,535,Huge
1151,dianachantel,fashion,257066.0,783,898,Huge
1152,steffy,fashion,256881.0,349,1080,Huge
1153,ravenelyse,fashion,256286.0,523,2324,Huge
1154,byshirine,fashion,256215.0,2281,7361,Huge
1155,morganasantanaoficial,fashion,256163.0,509,2029,Huge
1156,annapaularesende,fashion,255949.0,2091,1989,Huge
1157,anaceciliacunha,fashion,255557.0,1049,4215,Huge
1158,karolinlisa,fashion,255521.0,217,833,Huge
1159,eddypinto_,fashion,255502.0,1201,516,Huge
1160,viktoria_kay,fashion,255499.0,866,386,Huge
1161,_theglitzysphere,fashion,255118.0,367,448,Huge
1162,iwantmylauren,fashion,254867.0,856,2257,Huge
1163,giorgiacaldarulo23,fashion,254448.0,319,278,Huge
1164,gelseamae,fashion,254201.0,258,451,Huge
1165,cadepe,fashion,254113.0,818,1567,Huge
1166,jiami,fashion,253903.0,399,1025,Huge
1167,thaizaviana,fashion,253522.0,832,1038,Huge
1168,workout_unicorn,fashion,253446.0,306,560,Huge
1169,brides_weddings,fashion,253280.0,216,2980,Huge
1170,kadudantas,fashion,252602.0,1804,12099,Huge
1171,kristentaekman,fashion,251466.0,914,3406,Huge
1172,empemb,fashion,251005.0,331,360,Huge
1173,anna_sisterparis,fashion,250804.0,784,1489,Huge
1174,selerobles,fashion,250424.0,228,573,Huge
1175,itsmariammusa,fashion,250249.0,789,632,Huge
1176,nicoleisaacs,fashion,249747.0,2379,3284,Huge
1177,memissgirl,fashion,249256.0,1875,1598,Huge
1178,barrettpall,fashion,249217.0,606,1087,Huge
1179,joannamariexo_,fashion,249075.0,268,371,Huge
1180,labelcurv,fashion,248899.0,7485,11344,Huge
1181,franny_arrieta,fashion,248648.0,393,749,Huge
1182,juliafriedmann,fashion,248045.0,575,1650,Huge
1183,sophietta,fashion,248002.0,1362,3166,Huge
1184,eloisemofficial,fashion,247853.0,2521,495,Huge
1185,brightbazaar,fashion,247788.0,4768,4280,Huge
1186,ladiesclubza,fashion,247768.0,486,6673,Huge
1187,aerincreer,fashion,247762.0,978,856,Huge
1188,jourdansloane,fashion,247590.0,1048,1708,Huge
1189,latishaspringer,fashion,247458.0,2797,3019,Huge
1190,francescaroccoofficial,fashion,247330.0,667,1890,Huge
1191,tcmn,fashion,247070.0,553,1626,Huge
1192,kalynnicholson13,fashion,246957.0,686,1161,Huge
1193,estilo_noivas,fashion,246832.0,401,3905,Huge
1194,jasmincalle,fashion,246550.0,685,1915,Huge
1195,adembayalan,fashion,246378.0,222,706,Huge
1196,vivianfabiolav,fashion,245581.0,1736,2344,Huge
1197,naturalneiicey,fashion,245565.0,392,309,Huge
1198,alessiasica_official,fashion,245001.0,4468,3425,Huge
1199,oliviarink,fashion,244932.0,983,2762,Huge
1200,camilamtv,fashion,244930.0,1556,2850,Huge
1201,nxshaya,fashion,244182.0,236,402,Huge
1202,brunafurrlan,fashion,243887.0,615,481,Huge
1203,natashamsandhu,fashion,243649.0,706,1125,Huge
1204,lindsilanestyle,fashion,243385.0,408,1004,Huge
1205,dayybella,fashion,243080.0,756,450,Huge
1206,camilacvieira,fashion,242847.0,1142,907,Huge
1207,elleyamada,fashion,242112.0,423,2990,Huge
1208,olstonn,fashion,242069.0,1401,440,Huge
1209,realdanadee,fashion,242040.0,568,679,Huge
1210,tringsby,fashion,241648.0,439,1378,Huge
1211,inesstagram,fashion,241134.0,307,688,Huge
1212,justineelizabethmattera,fashion,241014.0,2294,3936,Huge
1213,stefneyv,fashion,240308.0,477,253,Huge
1214,francescamonteofficial,fashion,240138.0,1476,333,Huge
1215,tizianobrunostyle,fashion,240105.0,1051,2550,Huge
1216,katrinastuartofficial,fashion,239484.0,270,665,Huge
1217,friendinfashion,fashion,238856.0,421,2744,Huge
1218,itziaraguilera,fashion,238420.0,1083,897,Huge
1219,missleemalee,fashion,237990.0,1709,3845,Huge
1220,niicolecorrales,fashion,237410.0,711,695,Huge
1221,yourstruly____,fashion,237348.0,984,2630,Huge
1222,dessiemitcheson,fashion,237304.0,651,1514,Huge
1223,zannavandijk,fashion,237138.0,372,2702,Huge
1224,aayushimalikk,fashion,237019.0,223,353,Huge
1225,daanielasantos_,fashion,236825.0,512,1179,Huge
1226,dorothypetzold,fashion,236619.0,332,486,Huge
1227,wtfevie,fashion,236474.0,569,980,Huge
1228,prettyfrowns,fashion,236377.0,592,1818,Huge
1229,missgraceha,fashion,236148.0,1396,1792,Huge
1230,curvynstyle,fashion,236005.0,7501,127520,Huge
1231,teresaseco,fashion,235693.0,1079,903,Huge
1232,collectivelycandice,fashion,235370.0,1440,4218,Huge
1233,kailah_casillas,fashion,235273.0,414,470,Huge
1234,amandapereira,fashion,234937.0,3010,1641,Huge
1235,renellaice,fashion,234754.0,868,389,Huge
1236,imvictoriafratz,fashion,234682.0,1342,442,Huge
1237,alessiareato,fashion,234135.0,947,2925,Huge
1238,monnicamurilloo,fashion,234007.0,888,416,Huge
1239,anniejaffrey,fashion,233940.0,405,1672,Huge
1240,sadhique_aboobacker,fashion,233935.0,164,420,Huge
1241,shahdbatal,fashion,233748.0,318,402,Huge
1242,nadiajaftha,fashion,233420.0,687,2036,Huge
1243,mrjunho3,fashion,233159.0,77,746,Huge
1244,rileythomas3,fashion,232830.0,1064,363,Huge
1245,caterinamoda,fashion,232717.0,3875,2038,Huge
1246,marinathemoss,fashion,232641.0,517,2419,Huge
1247,elga_enardu,fashion,232595.0,335,1809,Huge
1248,jeromelamaar,fashion,232436.0,2673,977,Huge
1249,thew_lifestyle,fashion,232414.0,1492,634,Huge
1250,paq.official,fashion,232233.0,5,741,Huge
1251,annakaderavkova,fashion,231754.0,118,858,Huge
1252,andreaveresovaofficial,fashion,231559.0,4801,3361,Huge
1253,festyinstyle,fashion,231378.0,993,5898,Huge
1254,michellekhare,fashion,231084.0,1150,1150,Huge
1255,barbiesimonsok,fashion,231035.0,1046,3865,Huge
1256,darnadude,fashion,230373.0,1184,885,Huge
1257,rockmywedding,fashion,230230.0,2737,4684,Huge
1258,makeawishstar,fashion,230085.0,2165,275,Huge
1259,meganrunionmcr,fashion,229927.0,672,2972,Huge
1260,irene_buffa,fashion,229506.0,2674,925,Huge
1261,karismacollins,fashion,229504.0,376,956,Huge
1262,anyabenton,fashion,229377.0,566,608,Huge
1263,kimiellie,fashion,229274.0,306,544,Huge
1264,jumbotsang,fashion,229205.0,368,928,Huge
1265,christinabiluca,fashion,229180.0,425,3014,Huge
1266,daniellecarolan,fashion,229125.0,2062,3845,Huge
1267,storyofstyle,fashion,228857.0,1470,417,Huge
1268,jasminmakeup1,fashion,228713.0,1693,2048,Huge
1269,mariah_rivera1,fashion,228709.0,5989,984,Huge
1270,tobilikee,fashion,228417.0,2432,868,Huge
1271,vanesabasanta,fashion,228398.0,727,1817,Huge
1272,manontilstra,fashion,227853.0,1055,1306,Huge
1273,fashaddicti,fashion,227700.0,671,1600,Huge
1274,lauracudone,fashion,227430.0,4224,1103,Huge
1275,achiquepeek,fashion,227150.0,828,1386,Huge
1276,lauraa_drln,fashion,227125.0,52,321,Huge
1277,fernandojaso,fashion,226693.0,580,1048,Huge
1278,mikelignayt,fashion,226463.0,721,3405,Huge
1279,beautx_n,fashion,226210.0,5648,343,Huge
1280,mayratouchofglam,fashion,226107.0,732,1386,Huge
1281,martinachiella,fashion,226009.0,531,2902,Huge
1282,oneandonlyastrid,fashion,225994.0,24,2315,Huge
1283,thehouseofsequins,fashion,225990.0,243,2451,Huge
1284,annie_rose_cole,fashion,225960.0,683,828,Huge
1285,brureallife,fashion,225915.0,1776,7579,Huge
1286,vivianhoorn,fashion,225913.0,882,1343,Huge
1287,eringilfoy,fashion,225734.0,687,770,Huge
1288,julialundinblog,fashion,225648.0,342,4047,Huge
1289,audreyannej,fashion,225614.0,724,655,Huge
1290,tgosingtian,fashion,225160.0,982,5550,Huge
1291,sylviagaczorek,fashion,224719.0,399,1453,Huge
1292,nat.cebrian,fashion,224699.0,549,1116,Huge
1293,natalijaugrina,fashion,224601.0,790,650,Huge
1294,ruben_rua,fashion,224555.0,429,2272,Huge
1295,trinidaddelanoi,fashion,224433.0,689,966,Huge
1296,nicolepinheiro,fashion,223937.0,959,6835,Huge
1297,gabriellalascano,fashion,223111.0,66,801,Huge
1298,grantknoche,fashion,222782.0,543,2677,Huge
1299,sofiaellar,fashion,222746.0,408,1633,Huge
1300,knoetzie,fashion,222696.0,173,1993,Huge
1301,breekwarren,fashion,222696.0,720,1411,Huge
1302,9to5chic,fashion,222658.0,677,2725,Huge
1303,noelledowning,fashion,222336.0,1623,5687,Huge
1304,itscourtneyallegra,fashion,222117.0,475,916,Huge
1305,asliceopi,fashion,222073.0,2528,2141,Huge
1306,iamnicolaruscino,fashion,222070.0,241,702,Huge
1307,theknclan,fashion,221936.0,346,1179,Huge
1308,mattnworld,fashion,221867.0,291,493,Huge
1309,emmeline_glam,fashion,221742.0,476,1839,Huge
1310,anastasia_tsilimpiou,fashion,221662.0,375,538,Huge
1311,silvia_mmb,fashion,221432.0,1004,4189,Huge
1312,alicedetogni,fashion,220883.0,1295,3789,Huge
1313,carly,fashion,220465.0,42,3429,Huge
1314,hautepinkpretty,fashion,220364.0,962,4249,Huge
1315,rafaellaacunhaa,fashion,220211.0,415,654,Huge
1316,moalmada,fashion,219786.0,748,2188,Huge
1317,thesmartfashionistas,fashion,219510.0,577,2163,Huge
1318,themrsgibby,fashion,219486.0,586,5273,Huge
1319,mayemusk,fashion,219408.0,57,405,Huge
1320,lianabeauty,fashion,219123.0,418,341,Huge
1321,therealjadahblue,fashion,219018.0,1165,248,Huge
1322,sabinasocol,fashion,218940.0,550,1141,Huge
1323,diana_milkanova,fashion,217944.0,201,536,Huge
1324,annafavaretto,fashion,217925.0,236,1581,Huge
1325,ginnyscloset,fashion,217437.0,1129,1206,Huge
1326,nicolechacon,fashion,217432.0,2943,3239,Huge
1327,rafaellavolk,fashion,217059.0,835,322,Huge
1328,cristinacerqueiras,fashion,217014.0,951,6022,Huge
1329,youyourwedding,fashion,216901.0,849,20758,Huge
1330,sebastianocascio,fashion,216786.0,696,338,Huge
1331,jessicaspohr,fashion,216729.0,403,339,Huge
1332,giovannimasiero____,fashion,216578.0,1160,1473,Huge
1333,digitalmodernfamily,fashion,216319.0,2868,1927,Huge
1334,talithaminnis,fashion,216172.0,932,478,Huge
1335,elisabrites,fashion,216120.0,926,978,Huge
1336,kazungu_kaboss,fashion,215988.0,91,1287,Huge
1337,madzpayne,fashion,215980.0,1315,1277,Huge
1338,aureliahathaway,fashion,215626.0,476,811,Huge
1339,nadiaanya__,fashion,215585.0,414,724,Huge
1340,whatwouldvwear,fashion,215430.0,448,2089,Huge
1341,mzjuicy_stakks,fashion,215266.0,1570,2034,Huge
1342,sonsuzmasalim,fashion,215002.0,273,3177,Huge
1343,karrigan.taylor,fashion,214954.0,2006,380,Huge
1344,hass.murad,fashion,214759.0,6041,2174,Huge
1345,valentinapivati,fashion,214748.0,373,441,Huge
1346,pierre_abena,fashion,214166.0,16,526,Huge
1347,maracas,fashion,214076.0,994,3409,Huge
1348,glamour_doll,fashion,213869.0,1511,2929,Huge
1349,ayshahkamel,fashion,213834.0,750,1204,Huge
1350,jessalizzi,fashion,213772.0,865,1387,Huge
1351,sexxylexxy1,fashion,213679.0,509,998,Huge
1352,cina,fashion,213515.0,597,590,Huge
1353,anna_saa,fashion,213367.0,1829,568,Huge
1354,leomieanderson,fashion,213333.0,905,887,Huge
1355,natalie.tolarova,fashion,213217.0,234,1250,Huge
1356,chanteburkett,fashion,213194.0,1610,2994,Huge
1357,irisdijkers,fashion,213040.0,436,1664,Huge
1358,davidisherenow,fashion,212838.0,1073,467,Huge
1359,stefaniemichova,fashion,212404.0,493,1534,Huge
1360,jolina_marie_l,fashion,212403.0,514,902,Huge
1361,adelaguerra,fashion,212262.0,1410,1069,Huge
1362,roque_80,fashion,212214.0,804,1566,Huge
1363,eraedyla,fashion,212202.0,3363,829,Huge
1364,jordanunderwood,fashion,211751.0,1597,2820,Huge
1365,annapenello,fashion,211655.0,500,2561,Huge
1366,sanziananegru,fashion,211593.0,374,3743,Huge
1367,bieljuste,fashion,211478.0,827,847,Huge
1368,alancarinocom,fashion,211463.0,922,822,Huge
1369,dailiperez,fashion,211237.0,1730,895,Huge
1370,lalicler,fashion,211197.0,683,643,Huge
1371,ruby190,fashion,211111.0,971,2575,Huge
1372,momcrushmonday,fashion,210984.0,222,1649,Huge
1373,shotfromthestreet,fashion,210903.0,1228,4084,Huge
1374,emelgloss_official,fashion,210793.0,253,385,Huge
1375,faroukjames,fashion,210767.0,1428,1534,Huge
1376,laubalo,fashion,210660.0,449,888,Huge
1377,ellen_hoog,fashion,210586.0,547,1453,Huge
1378,yaelsteren,fashion,210013.0,460,1512,Huge
1379,carlycristman,fashion,209681.0,272,695,Huge
1380,lynzyandco,fashion,209355.0,583,3299,Huge
1381,antonionunziata,fashion,209293.0,902,422,Huge
1382,mari_malibu,fashion,209056.0,237,872,Huge
1383,carmenjorda,fashion,208973.0,519,1122,Huge
1384,yoshi_sudarso,fashion,208899.0,1231,2321,Huge
1385,patrickdossantosaveiro,fashion,208608.0,1237,1180,Huge
1386,ariba_pervaiz,fashion,208535.0,643,504,Huge
1387,seaofshoes,fashion,208345.0,1102,3463,Huge
1388,shelbychurch,fashion,207438.0,781,472,Huge
1389,pipmegan,fashion,207243.0,1690,5163,Huge
1390,everydaypursuits,fashion,207174.0,3248,3926,Huge
1391,sufyan_nr1,fashion,207076.0,479,416,Huge
1392,iambeauticurve,fashion,206831.0,1288,1862,Huge
1393,nazy_oohlala,fashion,206819.0,379,429,Huge
1394,jestem_kasia,fashion,206675.0,477,3347,Huge
1395,thenaomikyle,fashion,206661.0,711,1713,Huge
1396,itsfarahyasmine,fashion,206645.0,5057,443,Huge
1397,noelia.dp,fashion,206505.0,783,1035,Huge
1398,x_carms,fashion,206406.0,553,1208,Huge
1399,veronik_,fashion,206233.0,2635,1446,Huge
1400,therealgraysongoss,fashion,206206.0,7500,598,Huge
1401,serenaenardu,fashion,206131.0,515,1595,Huge
1402,tatypinkoficial,fashion,205981.0,524,1128,Huge
1403,renosaurio,fashion,205886.0,904,991,Huge
1404,keisy_nayobi,fashion,205870.0,3856,2703,Huge
1405,tamumcpherson,fashion,205809.0,4246,8092,Huge
1406,isabellath,fashion,205619.0,546,4419,Huge
1407,lenadailyblog,fashion,205187.0,244,568,Huge
1408,jazzfranks,fashion,205078.0,1016,1398,Huge
1409,brittanybathgate,fashion,204942.0,1596,1086,Huge
1410,felicityhayward,fashion,204754.0,1826,4747,Huge
1411,annachristinaschwartz,fashion,204652.0,441,1203,Huge
1412,pinupdollashleymarie,fashion,204542.0,1281,1059,Huge
1413,jenna_crandall,fashion,204465.0,1279,3000,Huge
1414,thomasdavenport,fashion,204458.0,806,895,Huge
1415,ms_kuan,fashion,204414.0,557,1372,Huge
1416,stephsterjovski,fashion,204327.0,577,5887,Huge
1417,styleonwings,fashion,204221.0,290,3159,Huge
1418,nathalievandenberg,fashion,204204.0,848,1605,Huge
1419,missmarissarachel,fashion,204012.0,980,513,Huge
1420,fabioattanasio,fashion,203933.0,501,2944,Huge
1421,lusciousnancy,fashion,203834.0,443,662,Huge
1422,veneziacruz,fashion,203826.0,2286,281,Huge
1423,gabriella_grigo,fashion,203630.0,878,1091,Huge
1424,kofixcase,fashion,203494.0,1024,517,Huge
1425,jessicagiselle_,fashion,203396.0,980,1253,Huge
1426,elenellis,fashion,203285.0,1928,2582,Huge
1427,vinsky360,fashion,203152.0,270,535,Huge
1428,carlottascarlini,fashion,203023.0,2758,5677,Huge
1429,modbymonique,fashion,202802.0,4758,1467,Huge
1430,jensav11,fashion,202749.0,574,1291,Huge
1431,jennyburgartz,fashion,202535.0,241,398,Huge
1432,kellybensimon,fashion,202454.0,637,2565,Huge
1433,rosieconxxx,fashion,202340.0,2710,3894,Huge
1434,theericalauren,fashion,201861.0,2409,922,Huge
1435,rosgo21,fashion,201846.0,1154,1674,Huge
1436,nellajuliantri,fashion,201533.0,562,575,Huge
1437,rella_rellz,fashion,201214.0,942,2116,Huge
1438,nathanyelbns,fashion,201200.0,586,2197,Huge
1439,rickythomason,fashion,201196.0,262,419,Huge
1440,dressofroses,fashion,200929.0,3689,1639,Huge
1441,alannaarrington,fashion,200578.0,483,1268,Huge
1442,nicolebernardes,fashion,200269.0,548,3518,Huge
1443,stylesofman,fashion,199556.0,959,734,Huge
1444,fashions.viral,fashion,199496.0,5487,1629,Huge
1445,fashionismyfortee,fashion,199436.0,722,1172,Huge
1446,lateafternoon,fashion,199396.0,1108,5891,Huge
1447,elisa_cavalli,fashion,199291.0,2460,1796,Huge
1448,iamlatavia,fashion,199204.0,618,1444,Huge
1449,francescocostagliola_,fashion,199104.0,4567,570,Huge
1450,ladyzika.jpg,fashion,199049.0,490,639,Huge
1451,thatboostedchick,fashion,198891.0,1803,1357,Huge
1452,xolindaa,fashion,198629.0,851,1277,Huge
1453,shamoraiss,fashion,197959.0,1002,1825,Huge
1454,hushglossstile,fashion,197512.0,27,883,Huge
1455,larmoiredesoso,fashion,197502.0,496,1516,Huge
1456,adrianaboho,fashion,197328.0,1268,4147,Huge
1457,lisadimaria_,fashion,197072.0,1093,2026,Huge
1458,dimplez_103,fashion,196985.0,346,778,Huge
1459,rubytuesdaymatthews,fashion,196900.0,1368,2309,Huge
1460,_danielmontero_,fashion,196814.0,537,503,Huge
1461,tortillaa,fashion,196577.0,585,916,Huge
1462,oliviabynature,fashion,196530.0,1009,1296,Huge
1463,outfitspertutte,fashion,196468.0,1258,9503,Huge
1464,thatsotee,fashion,196292.0,236,2028,Huge
1465,jefaoblack,fashion,196269.0,2085,1487,Huge
1466,macarenagea,fashion,196218.0,2095,5450,Huge
1467,alejavilleta,fashion,196202.0,504,715,Huge
1468,shelbybay,fashion,195972.0,1734,585,Huge
1469,francescodecalo,fashion,195420.0,0,579,Huge
1470,instawomenstore,fashion,195376.0,5133,465,Huge
1471,kattya_heredia,fashion,195269.0,698,837,Huge
1472,shelbytribble,fashion,194866.0,858,794,Huge
1473,bara_vot,fashion,194860.0,441,314,Huge
1474,jadasezer,fashion,194851.0,1100,760,Huge
1475,gracefullyglamblog,fashion,194740.0,731,860,Huge
1476,cbquality,fashion,194731.0,1129,1603,Huge
1477,kiramiro,fashion,194669.0,589,1702,Huge
1478,alexysgabrielle,fashion,194627.0,486,422,Huge
1479,chantianashaenacharmella,fashion,194551.0,7469,921,Huge
1480,obsidiankerttu,fashion,194503.0,1549,1155,Huge
1481,zenasativa,fashion,194409.0,570,653,Huge
1482,emilyvartanian,fashion,194408.0,812,4208,Huge
1483,oulfaxoul,fashion,194229.0,420,538,Huge
1484,redsolesandredwine,fashion,193567.0,1074,4054,Huge
1485,legrandcharles,fashion,192570.0,222,1586,Huge
1486,oliviajeanette_,fashion,192534.0,1654,2633,Huge
1487,nilooxstylebook,fashion,192533.0,588,1334,Huge
1488,lilylovesfashion,fashion,192380.0,729,3399,Huge
1489,jesssouthern,fashion,192218.0,962,3559,Huge
1490,thestarrlife,fashion,192053.0,668,821,Huge
1491,melanee,fashion,191911.0,828,1498,Huge
1492,ase_wang,fashion,191831.0,1039,647,Huge
1493,ashleynelltipton,fashion,191590.0,2747,1224,Huge
1494,cryskay,fashion,191583.0,507,2511,Huge
1495,nany,fashion,191583.0,521,2765,Huge
1496,bluie,fashion,191552.0,1560,1961,Huge
1497,zoein_wonderland,fashion,191337.0,903,525,Huge
1498,victoriarpro,fashion,191249.0,288,1849,Huge
1499,monicachurch,fashion,191236.0,812,706,Huge
1500,thegoldenjournal,fashion,191071.0,879,429,Huge
1501,curves_by_tracy,fashion,190825.0,1820,402,Huge
1502,matthewzorpas,fashion,190778.0,733,1833,Huge
1503,secretofdd,fashion,190573.0,1687,1894,Huge
1504,ianna27,fashion,190450.0,466,324,Huge
1505,mskristine,fashion,190413.0,991,965,Huge
1506,esbatt,fashion,190353.0,887,2068,Huge
1507,aliimoron,fashion,190317.0,1501,1636,Huge
1508,clairesulmers,fashion,190166.0,3457,3969,Huge
1509,petralovelyhair,fashion,190144.0,179,3730,Huge
